IMAGE_FILE,DESCRIPTION,AUTHOR
33422-65newtes.jpg,"Catalogue number: Bredius 397.This painting of a woman with her hand on her heart is considered a Virgin of Sorrows with the usual attributes of that figure. In her bearing, which seems to express barely endurable pain, she resembles the Madonnas Rembrandt painted and drew in the 1630s",REMBRANDT Harmenszoon van Rijn
16105-mary08.jpg,"The Annunciation takes place in the lower section of the fresco on the lunette above the chancel arch, in the two spandrels flanking the chancel arch. Mary and the Angel of the Annunciation kneel in a narrow building to the left and right of the triumphal arch. Its jutting balconies are so aligned perspectively that they absorb the real architecture that lies between them, and the triumphal arch thus seems to convey the angel's greeting",GIOTTO di Bondone
17236-5portra4.jpg,"Catalogue numbers: F 540, JH 1892.Working from the large-format portrait drawing that Gauguin left in Arles at the end of December 1888, [PAINTER] returned to the subject of the Arlésienne in January 1890, simultaneously drawing on his reinterpretation of Madame Ginoux with Books of 1888 (F 488). As yet untitled in the painting of that year, the books accompanying Madame Ginoux in subsequent variant all bear the same two titles: Harriet Beecher-Stove's Uncle Tom's Cabin and Charles Dickens's A Christmas Caro","GOGH, Vincent van"
17009-nuenen24.jpg,"Catalogue numbers: F 182, JH 948.The house of his parents which had been a home and a studio for the artist for a period of time, was one of the subjects van Gogh depicted in the autumn of 1885. The composition shows a front view of the vicarage, as observed from across the street. It includes the trees that lined the road and the coach-house to the right which belonged to the neighbouring family. Two women are conversing in front of the entrance, possibly referring to the artist's mother and sister.The pre","GOGH, Vincent van"
17256-auvers16.jpg,"Catalogue numbers: F 772, JH 2048.Van Gogh suggested a painting of the same size but of horizontal format, depicting Wheat Fields: The Plain of Auvers (F 775) as the pendant of this painting. He envisaged them as part of a greater, decorative ensemble.Like in Provence, in Auvers van Gogh was again using the dots which are such a characteristic hallmark of Japanese art. In his portrait of Marguerite Gachet, the background is dotted with tiny dabs obviously of oriental origin","GOGH, Vincent van"
33563-092portr.jpg,Catalogue number: Bredius 383,REMBRANDT Harmenszoon van Rijn
15989-53border.jpg,"The four fields in the crossing vault of the lower church are framed by broad, heavily ornamented borders with diamond-shaped, small format picture fields, all filled with motifs from the Apocalypse, including the four horsemen of the Apocalypse. The focus of this subsidiary pictorial program is the Apocalyptic Christ in the capstone of the crossing vault",GIOTTO di Bondone
39582-15trevis.jpg,"The interesting spatial composition of this picture was undoubtedly [PAINTER]'s own idea, as is the treatment of the figure of Mary, who is wearing a wonderfully draped garment with wide folds, made of a heavy lustrous silk. Numerous scholars have expressed their doubts about the figure of the angel and the kneeling donor Broccardo Malchiostro. In 1526, the citizens of Treviso, animated by a strong dislike of Malchiostro and outrage that he should have had himself so obviously portrayed in an altarpiece &#151;",TIZIANO Vecellio
33486-03histos.jpg,"Catalogue number: Bredius 478.This imaginary portrait, one of [PAINTER]'s best-known works, was painted for Don Antonio Ruffo, a wealthy Sicilian nobleman and [PAINTER]'s only foreign patron, who had asked [PAINTER] for a portrait of a philosopher. The artist sent the painting to Messina (Sicily) in 1654. He was paid 500 Dutch florine (gulden) for it.Rather than choose a single figure, the enormously inventive artist found a way to present three of the great men of antiquity: Aristotle, Homer, and Alexander",REMBRANDT Harmenszoon van Rijn
39338-001inter.jpg,"For the main upper meeting hall (Sala Superiore) Tintoretto covered the ceiling and the walls with parallel scenes from the Old Testament and the life of Christ that emphasize the charitable aims of the Scuola. The vast open space was characteristic of all the scuole grandi, allowing hundreds of members to meet together at a single time. Scuole members actively participated in their own self-government at the community level",TINTORETTO
17013-nuenen33.jpg,"Catalogue numbers: F 80, JH 681.Van Gogh lived in Nuenen between December 1883 and November 1885. From here he made long excursions to the countryside, depicted the local peasants in a portrait series in order to execute The Potato Eaters, the main piece of the period","GOGH, Vincent van"
35531-03allego.jpg,"The four continents, personified as female figures, are found in the art of the Counter-Reformation where their commonest function, especially in Jesuit churches, is to serve as a reminder of the world-wide spread of Catholic Christendom","RUBENS, Peter Paul"
17243-auvers03.jpg,"Catalogue numbers: F 820, JH 2010.Blossoming spring branches symbolise the rebirth of nature, or hope and redemption in a wider sense. [PAINTER] used this motif in a similar sense, referring mostly to events in his own life. On 16 May, 1890 he left the asylum by his own will and left Saint-Rémy. When he arrived in Auvers-sur-Oise near Paris, he was greeted by rampant vegetation. He had spent early spring down in the South, in Provence, but the North unexpectedly surprised him with a second spring, the inspir","GOGH, Vincent van"
33638-22sp1668.jpg,"Catalogue number: Bredius 61.This work comes at the end of a long series of self-portraits, of which the painter never seemed to tire. Painting shortly before his death in 1669, [PAINTER] depicts himself as a laughing grey old man at the easel. The uneven preservation and the dark colour - what the objects at the edges are can only be guessed at - make the interpretation very difficult. Most likely is the explanation that [PAINTER] has portrayed himself in the role of the ancient painter Zeuxis, who died la",REMBRANDT Harmenszoon van Rijn
33614-03sp1628.jpg,"Not in Bredius.Early in his career, [PAINTER] used the self-portrait to experiment with facial expressions or to explore the effect of light and shade. This self-portrait, painted when the artist was 22 years old, is a good example",REMBRANDT Harmenszoon van Rijn
42812-6jesusdo.jpg,"The dating of this painting is controversial. On the basis of a slightly damaged and fragmentary inscription it has been claimed as one of the painter's first works. However, on stylistic ground the dating of 1566-67 was recently proposed","VERONESE, Paolo"
32892-1expuls1.jpg,"In the Stanza di Eliodoro [PAINTER] enhances his compositions by breaking up the symmetry and the enclosed rhythm of the Stanza della Segnatura with more lively and colourful effects. These trends appear first in the Expulsion of Heliodorus.The focal point of the scene is no longer at the centre. Rather, it is shifted to the right. Here Heliodorus and his followers, profaning the Temple of Jerusalem, are driven out by an armed rider and by two running figures. In the depiction of the rider and the two hoverin",RAFFAELLO Sanzio
32888-0eliodo.jpg,"This view of the Stanza di Eliodoro shows the Meeting between Leo the Great and Attila on the left wall, and the Liberation of St Peter on the right",RAFFAELLO Sanzio
16038-franc14.jpg,"This is the fourteenth of the twenty-eight scenes (twenty-five of which were painted by [PAINTER]) of the Legend of Saint Francis.The farmer, to whom Francis lent his mule as a mount, was tormented by thirst. Water comes bubbling out of the rocks in answer to the Saint s prayer. [PAINTER] shows Francis praying fervently. The farmer, almost dying of thirst, collapses at the spring. As so often in [PAINTER]'s representations, figures - here the two Franciscans - comment on the scene with their glances and so anticipat",GIOTTO di Bondone
35587-05fourme.jpg,"Already lionized throughout Europe as a painter, [PAINTER] married for the second time on 6 December 1630. His bride, Helene Fourment, was just 16, a circumstance that led to much imaginative  speculation that [PAINTER] had succumbed to a fit of infatuation. But there would seem to have been quite sober preparations for the marriage, in keeping with the custom of the time. That love played a role, though, is suggested by the numerous portraits of the young lady, and the other paintings in which she sat as model. ","RUBENS, Peter Paul"
16092-mary03.jpg,"Having been educated at the temple, the Virgin Mary was to become betrothed. However, since her parents had dedicated her to the Lord, her future husband was to be decided upon by a miracle. He whose rod brought forth blossom would marry the Virgin. The fresco shows the choir of a church, at whose altar the high priest stands, receiving the rods. Attentive and excited, the young men hand over their rods. Only Joseph stands somewhat hesitantly on the extreme left. The legend tells us that he considered himse",GIOTTO di Bondone
17071-paris21.jpg,"Catalogue numbers: F 342, JH 1256","GOGH, Vincent van"
17281-selfpo08.jpg,"Catalogue numbers: F 345, JH 1249.This painting was the closest [PAINTER] came to exposing the principles of Pointillism","GOGH, Vincent van"
32789-26apple.jpg,"The Portrait of a Young Man with an Apple (1505) in the Uffizi has been associated with the paintings representing St Michael and St George. It is difficult to perceive the hand of the artist in the face which, although beautifully drawn, lacks the physiognomic characteristics which typify [PAINTER]'s subjects. But the overall attention to the analytical effects of Flemish art leads us to attribute the work to [PAINTER], since his attention was turned to the production of this school precisely in these years. F",RAFFAELLO Sanzio
10215-2nymph4.jpg,The [PAINTER] workshop painted numerous variants of this subject. This small panel is one of only two surviving versions painted on panel in an upright format. This format demands a seated rather than a reclining figure. The erotic character of the painting is noteworthy,"CRANACH, Lucas the Elder"
33561-090portr.jpg,"Catalogue number: Bredius 437.There are overtones in this picture of the biblical subject of either Bathsheba or Susanna and the Elders; this much is made clear by the heavy gold and red cloak behind the figure and by the grotto-like setting. At least in these areas, [PAINTER] was seeking to create a romantic effect. Still, as is so often the case in his work, the dividing line between a religious subject and a product of the artist's fancy, with no particular subject intended, is a fine one. The young woma",REMBRANDT Harmenszoon van Rijn
39513-27selfpo.jpg,"Marked by the strain of a life full of cares, the old master turns to the viewer in a particularly dignified full frontal attitude. The asymmetry of composition in [PAINTER]'s early self-portrait has given way here to physiognomical asymmetry. The hair on the artist's head, still thick, is smoother now, but the bushy beard seems to be wind-blown as if by the breath of Fate. The light, falling almost vertically from above, suggests a metaphysical reference, also reflected in the stillness of the picture: th",TINTORETTO
35506-35mythol.jpg,"Chained to a rock, Andromeda, daughter of the King of Ethiopia, was to be sacrificed to a sea-monster. The king had been ordered to make this sacrifice, in order to make amends for the arrogance of his wife, Cassiopeia. As Perseus, who had vanquished the dreaded Gorgon Medusa, was returning home on his winged horse, Pegasus, he caught sight of the chained Andromeda and delivered her from the threat of the monster. Overcome by the beauty of the young princess, her liberator confessed his love: 'Oh, thou dese","RUBENS, Peter Paul"
39790-15bembo.jpg,"Pietro Bembo (1470-1547) was an Italian cardinal and scholar. He was [PAINTER]'s lifelong friend, and [PAINTER] painted several portraits of him. This portrait shows somewhat idealized features of the sitter which give him the appearance of a man younger than his seventy years",TIZIANO Vecellio
32781-22grand.jpg,"The Madonna del Granduca (1504) in the Pitti Gallery in Florence shows the pre-eminent influence of Leonardo. Its simple composition is a prototype for the future Madonnas of [PAINTER]'s last Florentine period. The figures of the Virgin and Child emerge from a dark background (an element evidently derived from Leonardo), bound together by a sweet sentiment which derives largely from the gesture of the Child who, while looking toward the spectator, presses against his Mother The painting belonged to the 17th c",RAFFAELLO Sanzio
35622-05hermit.jpg,The painting is an illustration of one of the episodes of Ariosto's Orlando furioso,"RUBENS, Peter Paul"
17089-1arles01.jpg,"Catalogue numbers: F 397, JH 1368.Van Gogh made many drawings and paintings of this bridge, the Pont Langlois outside Arles. Here laundresses are washing in the river beneath it. In other treatments lovers stroll along the bank towards it. This drawbridge gives further evidence of the ways in which [PAINTER] recomposed Arles and its environs in the image of another time and place - in Holland. The drawbridge is closely associated with Dutch landscape; it signifies 'Dutchness'. Moreover it was a common motif ","GOGH, Vincent van"
39249-05assum.jpg,"The painting once hung in the Venetian church of San Stin, or St Stephen Priest, a structure that was torn down shortly after its secularisation in 1810.Within the brilliantly calculated composition - a vortex of rotary movement - we can distinguish among the Apostles at least three portraits, no doubts representing the picture's commissioners",TINTORETTO
15952-00view.jpg,"The low vault is supported by the massive columns and spans the rather compressed, crypt-like room. To the left and right we see the jambs on either side of the entrance to the lateral chapels, to which the original fresco situated here had to give way",GIOTTO di Bondone
39654-02trinit.jpg,"Emperor Charles V described the painting in a codicil to his will, in which he ordered that a high altar should be erected containing this painting, as the Last Judgment. It depicts Charles V and members of his family together with angels and biblical figures worshipping the Holy Trinity. Charles V, his wife Isabella of Portugal and their son Philip II appear on the right side, wrapped in white shrouds and accompanied by angels",TIZIANO Vecellio
10146-41religi.jpg,"The essential features of this composition, particularly the structure of the setting in the extreme foreground, were borrowed from an engraving by Martin Schongauer, perhaps the most quoted of all representations of the Nativity","CRANACH, Lucas the Elder"
33379-02newtet.jpg,"This painting is not included in the Bredius catalogue.[PAINTER] went to Amsterdam in 1624 to develop his artistic skills in the workshop of Pieter Lastman. Lastman, a Catholic, had spent some time in Italy and gave a course on the treatment of biblical and mythological subjects which opened up new horizons for [PAINTER]. He learnt how to arrange multi-figure compositions, and how to evoke historical place and time through he use of lavish, colourful costumes. Lastman also inspired [PAINTER]'s painting of T",REMBRANDT Harmenszoon van Rijn
42909-2wall2.jpg,"The walls in the Sala dell'Olimpo are punctuated by Corinthian columns, which, along each of the long sides enclose landscapes depicting river views and ruins of classical buildings. Veronese derived the landscapes from a series of engravings published in 1551 by Hieronymus Cock, and from others published in 1561 by the Vicenzan artist Battista Pittoni","VERONESE, Paolo"
18318-1206grec.jpg,"Probably originally on the left of the retable of the Colegio de Do&#241;a Maria, and painted following the Annunciation. A small version, possibly the model for the large painting, is in the Galleria Corsini, Rome. The scrolls borne by the angels bear the inscription in Latin: Glory to God in the highest, and on earth peace, goodwill towards men (Luke II, I4); another popular subject in [PAINTER] repertoire, painted throughout his life. It was one of the subjects of the Modena Triptych, and of his first c","GRECO, El"
32886-2panel3.jpg,"The story from the Old Testament tells how two women came to Solomon to settle a dispute about which one was the mother of a child. When Solomon ordered the baby to be cut in half, one of the women agreed to give up the child. Solomon recognized her as the true mother. The man holding the sword derives from a classical figure, either Castor or Pollux from the Quirinal, an ancient Roman palace.",RAFFAELLO Sanzio
35524-55mythol.jpg,"The Three Graces is one of the artist's final works. He had portrayed this theme several times since about 1620, but only later adopted the form that prevailed in classical Antiquity, with the three figures forming a circle so that one of them has her back to the spectator. ""They were the goddesses of pleasant charm, of charitable deeds and of gratitude . .. without them nothing would be graceful or pleasing. They gave people friendliness, uprightness of character, sweetness and conversation...They were pre","RUBENS, Peter Paul"
10281-08brothe.jpg,The co-regency of the two Ernestine brothers Frederick (1463-1525) and John (1468-1532) led to a series of donations of altarpieces in which the two princes had themselves portrayed on the inside of the wings of a triptych. These two fragments consist of the lower halves of the dismembered inner sides of two altar wings,"CRANACH, Lucas the Elder"
42782-1ceilin3.jpg,"The picture shows one of the three large paintings on the ceiling of the nave of the church of San Sebastiano: Esther Crowned by Ahasuerus (rectangular, in the centre), The Triumph of Mordecai (oval), and The Banishment of Vashti (oval).The interpretation of this pictorial subject is controversial. Veronese's biographer Carlo Ridolfi and subsequent authors identified the picture as Esther confronting Ahasuerus, but a different interpretation is now more widely accepted. Only when the Persian king Ahasuerus ","VERONESE, Paolo"
17075-paris25.jpg,"Catalogue numbers: F 371, JH 1296.Back in Antwerp, [PAINTER] had already been decorating his walls with prints of the Ukiyoye (Popular) School. These scenes of everyday life were sold cheaply in thousands by a growing number of western dealers in Japanese work. From time to time there would be an Ukiyoye masterpiece by Hokusai, Hiroshige or Utamaro among these prints of woodcuts.In September 1887 [PAINTER] copied Japanese woodcuts. He tackled three Ukiyoye (Popular) School subjects, fitting them into his own ","GOGH, Vincent van"
35385-18religi.jpg,"The Virgin in Adoration before the Christ Child (see p. 43) and Christ on the Cross (see p. 49). The Virgin in Adoration before the Christ Child, an intimate, homely scene which forges an emotional link between maternal love and piety, dates from c. 1615 and is typical of [PAINTER]' work around this time, in the balance and clarity of the composition, the sculptural proportions of the figures and the somewhat cool use of colour","RUBENS, Peter Paul"
16005-02bay1.jpg,The picture shows the north wall of the fourth bay of the nave with scenes Nos. 1-3 of the Legend of St Francis and Scenes from the Old Testament in the clerestory,GIOTTO di Bondone
10291-04elect1.jpg,[PAINTER] painted several portraits of the Elector and there are numerous small-scale workshop versions,"CRANACH, Lucas the Elder"
18257-0705grec.jpg,"This canvas with its larger than life-size figures is one of three versions which [PAINTER] painted of the subject. The impression of the artist's Venetian years, and particularly the works of Titian, can still be felt in the strictly centralized composition, in the relatively plastic modelling of the figures, and above all in the sophistication of the the palette. The way in which the figures below left are sliced by the frame, and the slight foreshortening empolyed in the figure of Christ, who appears to b","GRECO, El"
16348-virtu_6.jpg,"Fortitude {Fortitude} is positioned as a woman in armor against the dark marble and behind her raised shield. She raises her weapon forcefully, prepared for attack, in order to defend virtue",GIOTTO di Bondone
39650-6ecceho.jpg,"This painting was executed for Giovanni d'Anna, a wealthy Venetian merchant, who had a palace, the Palazzo d'Anna, on the Grand Canal. Representing the Gospel story of how the tortured and bleeding figure of Christ was led out of the jjudgment hall by the Roman governor, Pontius Pilate, and was delivered to the Jews to be crucified, the picture shows a composition, with its flight of steps leading to the entrance of a grand public building at one side, which in many ways resembles that of the Presentation o",TIZIANO Vecellio
32950-06alba.jpg,"Paolo Giovio, [PAINTER]'s first biographer, commissioned this Madonna. Jesus has taken the cross from the boy Baptist, thus indicating the symbol of His Passion. The older boy is looking at him full of understanding, and visibly saddened. The Virgin has put her hand on his shoulder as if to comfort him.So-called after the Spanish ducal family of Alba, who owned it for over a century, this painting was later purchased for the Hermitage in St. Petersburg, from which it was acquired for the Mellon Collection. Th",RAFFAELLO Sanzio
33657-04misc.jpg,Catalogue number: Bredius 430.The painting is a copy after [PAINTER]'s painting by an unknown painter. It is held traditionally that the painting represents Saint Anastasius,REMBRANDT Harmenszoon van Rijn
16480-2madonna.jpg,This panel was painted for a chapel in the church Santa Maria sopra Minerva in Rome,GIOTTO di Bondone
17104-2maries4.jpg,"Catalogue numbers: F 419, JH 1465.At the end of May 1888 [PAINTER] took a trip to Saintes-Maries-de-la-Mer, a fishing village on the Mediterranean coast. ""Old thatched roofs"" had always been favourite subject for [PAINTER], thus, in addition to the Mediterranean and the medieval fortified church, what cast a spell over him during his one-week stay at Saintes-Maries were the thatched cottages","GOGH, Vincent van"
15958-00ceili3.jpg,"The vault of the north transept is decorated by frescoes depicting scenes from the life of Christ as well as various miracles by St Francis. The authorship of [PAINTER] is debated, these scenes were probably executed by [PAINTER]'s workshop under the direction of the master. A masterpiece by Cimabue, the Madonna Enthroned with the Child (Maesta) is also included in the decoration.",GIOTTO di Bondone
16481-30stigma.jpg,"This painting was made for the Church of San Francesco in Pisa. The main scene and the three smaller scenes of the predella - Dream of Innocent III, the Confirmation of the Rule, and the Sermon to the Birds - are variations on the theme of the Assisi frescoes.The exceptional vertical format of this panel, in which the towering rock narrows the scope of the action, is striking. The kneeling saint seems startled and raises his hands. Christ appears to him, enveloped by angels' wings. The intense gaze between ",GIOTTO di Bondone
35507-36mytho.jpg,In this version of the Three Graces the flowers and the landscape background were painted by Jan Brueghel the Younger,"RUBENS, Peter Paul"
35416-371relig.jpg,"After the success of the altar triptych Descent from the Cross that Rubens painted for the Antwerp Cathedral in 1612, he produced several variants with his pupils, for different churches. In the present one, which adorned the Capuchin church in Lierre, the composition has undergone significant changes. The artist reduced the number of figures and increased the scale of Christ, focusing all the attention on his body and the kinsfolk and disciples, who do not so much support him as simply touch his body","RUBENS, Peter Paul"
16398-joachi3.jpg,The picture shows the fresco before the restoration completed in 2002,GIOTTO di Bondone
16067-00view.jpg,"The view towards the choir shows the triumphal arch wall with its fictitious chapels below the depictions of the Betrayal of Judas and the Visitation. Above the dado level of painted marble [PAINTER] articulates the walls using broad ornamental bands and narrower, horizontal strips. In so doing it becomes clear how he harmonizes the painted divisions with the existing architecture - to which the row of windows along one side belongs",GIOTTO di Bondone
39781-07mosti.jpg,"There is an inimitable elegance in the way [PAINTER] links the various shades of gray in the garment to those in the background. Gray silk, fur and a lace shirt all become tactile sensations. An inscription which used to be on the back of the portrait identified the figure as Tomaso Mosti. Some authors, however, think it more likely that this is his brother Vincenzo. The reason is that Tomaso was a priest, while Vincenzo, in contrast, was a favourite of Alfonso d'Este at the court of Ferrara",TIZIANO Vecellio
10287-03young1.jpg,"The painting has a companion piece depicting the Portrait of a Young Woman. Both half-length figures are placed close to the picture surface against a bright green background. The close attachment of the two people is suggested in their dress: they wear similar caps, his adorned with stitching, hers with a round agrafe. The freshness  of the observation and the finesse of its realisation recall Netherlandish portraits of the period, such as hose of Joos van Cleve and Quentin Massys, for example","CRANACH, Lucas the Elder"
42924-5ceiling.jpg,"The ceiling painting in the Stanza del Cane shows that fortune cannot be obtained by force: a crowned figure accompanied by a lion tries to wrest the cornucopia from Fortune, who is seated on a globe, while a third figure turns aside, concealing a knife in her breast. A possible interpretation of these figures could be that they represent Pride and Deceit","VERONESE, Paolo"
43016-09vittor.jpg,"There are good reasons for the identification with the Venetian sculptor Alessandro Vittoria (c. 1525-1608). Vittoria had already had his portrait painted in 1552/53 by the Lombard painter Giovanni Battista Moroni. Comparisons with that picture (Kunsthistorisches Museum, Vienna) and the bust he himself executed for his tomb before 1595 in the Venetian church of San Zaccaria leave no doubt as to the subject's identity. The sculptor grasps the ""modello"" of a statuette with both hands. This model is for one of","VERONESE, Paolo"
39302-04ceilin.jpg,The central oval canvas on the ceiling of the Sala dell'Albergo is surrounded by 16 allegories of various size. In the four corners are located the round allegories of the four seasons. The seasons are represented by cherubs vivaciously set out in a flowing agility of poses in the middle of varying vegetation,TINTORETTO
16990-nuenen05.jpg,"Catalogue numbers: F 185, JH 484.Van Gogh lived in Nuenen between December 1883 and November 1885, first in the house of his father who was the pastor of the Nuenen parish. He made drawings and oil paintings of the parental gardens as well as the street façade and the garden façade of the parsonage.From the garden of the parsonage there was a good view of the tower of the old ruined village church. This old tower standing alone in the middle of the field appeared in the earliest works which [PAINTER] painted","GOGH, Vincent van"
39357-13passov.jpg,"Past re-painting of this oval was removed by recent restoration. Its subject, like those of many others in the Sala Superiore, alludes to the Eucharist",TINTORETTO
32883-1tondo4.jpg,"The personification of Justice is holding, as her symbols, weighing scales and a sword. Her eyes are directed at the fresco below, The Virtues, in which Fortitude, Wisdom, and Temperance are portrayed in the form of three women. Taken together, all four personifications represent the Cardinal Virtues. Justice's prominent position is explained by the fact that Justice was said by Plato to play a decisive role among the virtues. Two putti are holding the inscription with the words of Emperor Justinian, ""She g",RAFFAELLO Sanzio
17120-arles42.jpg,"Catalogue numbers: F 467, JH 1580.In a letter to his sister Wilhelmina of September 1888 [PAINTER] described two paintings he had just done of cafés at night. One was a working-class café, where 'poor night wanderers sleep'; the other was a fashionable café in the Place du Forum in the town centre, painted under a brilliant starry sky. The former was painted in virulent reds and greens, clashing yellows and oranges; in the latter [PAINTER] has used intense and cheerful yellows and blues. These paintings indic","GOGH, Vincent van"
42791-1sacris.jpg,"This ceiling painting in the sacristy of San Sebastiano has an unusual iconography compared with older depictions. Mary is being crowned by Christ, while God the Father touches His Son's shoulder with his left hand. The date of completion of the ceiling painting is recorded in a book in one of the four corner tondos held by a winged angel. The inscription reads: M.D.L.V./ DIE XXIII/ NOVEMBER (November 23, 1555)","VERONESE, Paolo"
42839-07cruci2.jpg,"Veronese painted numerous Crucifixions toward the end of his life. Only in the canvas now in the Louvre did he stick to the scheme used in the picture of the same subject painted for San Nicol&#242; della Lattuga, placing the crosses of Christ and the thieves on the left and devoting the right-hand part of the painting to the figures of bystanders and the landscape. In the others (in the Venetian churches of San Sebastiano and San Lazzaro dei Mendicanti) he isolated Christ's cross at the centre of the paint","VERONESE, Paolo"
42813-1resurre.jpg,"The subject of this painting, in a relatively small format, is the resurrection of Christ, which occurred in a miraculous manner, despite the sealed tomb and the presence of guards watching over it, on the third day after his crucifixion. The Saviour, who bears the stigmata of the Passion, floats upwards from the tomb with outstretched arms and his gaze directed heavenwards. Veronese visualises the miracle by means of the fiercely gesticulating soldiers, who respond with signs of fear and horror. In the bac","VERONESE, Paolo"
33470-05mythol.jpg,"Catalogue number: Bredius 470.This painting is based on a character from mythology, but it has a vanitas aspect too. Traditionally the bubble stands as a symbol for the transience of life. The winged god of love was often accompanied in the seventeenth century by various symbols of mortality. [PAINTER]'s version avoids banality because of its high artistic quality and expressiveness. The infant's face turns innocently towards us, making us forget the duplicity of the game. Cupid lights the flame of love, ye",REMBRANDT Harmenszoon van Rijn
39715-1ferra3.jpg,"In 1516 [PAINTER] made contact with Alfonso I d'Este, Duke of Ferrara for whom he was to work for a decade on pictures destined for the Alabaster Chamber. In this period he painted a series of magnificent paintings of Dionysian themes: the Worship of Venus in the Prado, The Andrians (Bacchanalia), also in the Prado, and Bacchus and Ariadne, in the National Gallery, London. In these paintings [PAINTER] combines a richness of colouristic expression with a great formal elegance. These are the elements which characte",TIZIANO Vecellio
39426-1antico1.jpg,"Four almost square paintings by [PAINTER], Bacchus, Venus and Ariadne; Minerva Sending Away Mars from Peace and Prosperity; Vulcan's Forge; Mercury and the Graces) are set in stucco frames and arranged symmetrically on the walls of the Sala dell'Anticollegio in the Palazzo Ducale. Originally they were on the walls of the Atrio Quadrato (Square Anteroom) in the same palace. The four works have mythological or allegorical subjects and were originally part of a compact program to celebrate the good government",TINTORETTO
16984-3drenth1.jpg,"Catalogue numbers: F 17, JH 395.Van Gogh decided to become a professional artist in the summer of 1880; but it was not until the autumn of 1883 that he seriously took up oil painting. He had been experimenting with oil during his stay in The Hague, whose modern urban life he had tried to depict, but not to his satisfaction. In September 1883 he moved out of the city to the northern province of Drenthe, where he painted this study of moss-covered thatched farm buildings. The move to Drenthe marked Van Gogh's","GOGH, Vincent van"
33607-12group.jpg,"Catalogue number: Bredius 414.After the Anatomy Lecture of Dr. Nicolaes Tulp in 1632, [PAINTER] came back to the surgeons' guild for another anatomy lesson in 1656. The lecturer now was Dr. Joan Deyman. In three days starting on 29 January 1656, he demonstrated the anatomy of the body on the criminal Jores Fonteijn van Dienst, hung on the 28th. The lectures were a public spectacle for which admission was charged. The body parts exposed by [PAINTER] in the painting are the abdominal cavity and the brain.The ",REMBRANDT Harmenszoon van Rijn
16450-franc20.jpg,"The part of the south wall shown here contains the following scenes: Confirmation of the Rule (top), St Francis before the Sultan (bottom)",GIOTTO di Bondone
39611-37ambros.jpg,"At the sides of the altar in the sacristy of the Santa Maria della Salute, there are eight tondi by Tiziano, painted originally for the monastery of Santo Spirito. They portray the Four Evangelists: St Matthew, St Mark, St Luke and St John, as well as the Doctors of the Church: St Jerome, St Augustine, St Ambrose, and St Gregory the Great.Titian worked on an oak base with dense brush strokes",TIZIANO Vecellio
33580-121portr.jpg,"Catalogue number: Bredius 306.Although Titus was trained as an artist, presumably by [PAINTER], this is not the way his father depicted him. Rather, he shows him engaged in writing, reading and speaking. In the present painting [PAINTER] painted him as a Franciscan friar, which cannot have face-value biographical significance. [PAINTER] was surrounded by Catholics, and by painting his son in the guise of a monk, he demonstrated personal sympathy for them",REMBRANDT Harmenszoon van Rijn
10306-02wise.jpg,"This is a posthumous portrait commissioned by John the Steadfast after the death of his brother Frederick the Wise. Frederick III, Elector of Saxony (1463-1525) was honoured by later historians with the epithet 'the Wise' in recognition of his resolute, persistent and diplomatic political style","CRANACH, Lucas the Elder"
16465-1crucifi.jpg,"In contrast to earlier representations of Christ on the Cross, such as those by his teacher Cimabue, [PAINTER] emphasizes the earthly heaviness of the body: the head sinks deeply forward and the almost plump body sags. The human side of the Son of God is made clear. Mary and John look down sorrowfully from the horizontal ends of the cross at the dead Lord.This, probably [PAINTER]'s earliest surviving work, is the largest and most ambitious of the shaped panels of Christ on the cross painted by [PAINTER]. Although hi",GIOTTO di Bondone
35495-27mythol.jpg,"In Greek mythology Silenus is a rural god, one of the retinue of Bacchus, a gay, fat old drunkard who was yet wise and had the gift of prophecy.In [PAINTER]' painting he is shown drunkenly tottering, his belly swollen with meat and drink, and supported by a disparate collection of dotards, drunkards, blacks, children and young women. The careless inebriation of this bacchanal is expressed by a thicker touch that conveys the unwieldy weight of the drinkers' gait.The composition was originally conceived with hal","RUBENS, Peter Paul"
16144-chris13.jpg,The story continues with the scenes from the Passion of Christ,GIOTTO di Bondone
39286-1mark.jpg,"The painting is the first of a series of works, painted in 1548 for the Scuola Grande di San Marco while Marco Episcopi, his future father-in-law was Grand Guardian of the School.The subject of the huge canvas is the miraculous appearence of St Mark to rescue one of his devotees, a servant of a knight of Provence, who had been condemned to having his legs broken and his eyes put out for worshipping the relics of the saint against his master's will. The scenes takes place on a kind of proscenium which seems ",TINTORETTO
18431-2203grec.jpg,"In 1608 [PAINTER] contracted to paint three altarpieces for the church of the Hospital of St John the Baptist (the Tavera Hospital). Located just outside the walls of Toledo, the hospital was founded in 1541 by Cardinal Juan Tavera (1472-1545), who is buried in the church. Of this project for the altarpieces, three pictures survive: an Annunciation (Colección Santander Central Hispano, Madrid, the upper portion showing a choir of angels has been cut and is in the National Gallery, Athens), a Baptism (install","GRECO, El"
