IMAGE_FILE,DESCRIPTION,AUTHOR,comment_length
16354-05scenes.jpg,The medallion showing the Creation of Adam is at the left side of the Raising of Lazarus.,GIOTTO di Bondone,89
39783-09gonzag.jpg,"[PAINTER]'s most important patron in the 1530s was Federico Gonzaga, Duke of Mantua and nephew of Alfonso d'Este. The artist's portrait of Federico is of unsurpassed poise and elegance and may have been intended to support the sitter's matrimonial intentions. The flattery is not unalloyed. The Duke's love of pleasure, indicated by his sumptuous costume and the pampered dog, may be subsumed by his seigneurial dignity but the slight inclination of his head and the small sensuous mouth evoke the flippant selfishn",TIZIANO Vecellio,694
42759-1giusti.jpg,"This altarpiece is referred to as the Pala Giustinian, since it was commissioned by Antonio Giustinian, provveditore della fabbrica (building inspector), who would have been the painter's paymaster.Clearly contrasting cool colours in the service of precise, dramatically constructed forms are the main characteristics of Veronese's first altar painting for a Venetian church. Infrared reflectography recently brought to light a surprising technical finding: originally, parts of the pictorial architecture in the","VERONESE, Paolo",1060
35444-75religi.jpg,"This painting was commissioned in 1634 for the high altar of the Abbey of Affligem, then one of the most important monasteries in the Low Countries. Tensions inside the monastery may explain why this monumental work was not delivered until 1637.In this production of his mature period, Rubens masterfully combines two artistic traditions. The first of these is that of the large single-frame altarpieces that were to replace the older polyptychs in the Southern Low Countries in the 17th century. With their exce","RUBENS, Peter Paul",2191
10124-15jerome.jpg,"[PAINTER] filled out this version of the subject with attractive details which, although not essential, significantly heighten the viewers visual pleasure. He spreads these almost evenly over the picture surface","CRANACH, Lucas the Elder",209
39759-07laura.jpg,"Probably in 1529, Alfonso d'Este asked [PAINTER] to provide a pendant to his (unfortunately lost) portrait, a portrait of his mistress, Laura Eustochia. The widower Alfonso had taken up with Laura in 1526, and in the following year she had produced a son, who was named after his father. Although unwilling to marry the humbly born Laura, Alfonso planned to include her son in his scheme for the succession",TIZIANO Vecellio,403
33661-08misc.jpg,"Catalogue number: Bredius 456.A dead peacock hangs upside down in space, its wings spread wide and its beak pathetically gaping. A second bird lies lifeless and heavy on a tabletop; its head protrudes over the edge, casting a slanting shadow. The blood dripping onto the floor injects a macabre visual stimulus and lends the painting a sense of immediacy. A girl is looking at the basket of fruit, its shapes modelled by light, through a window in the background: rarely has seeing been so convincingly painted. ",REMBRANDT Harmenszoon van Rijn,1091
17105-2maries5.jpg,"Catalogue numbers: F 413, JH 1460.In June 1888 [PAINTER] travelled by coach across the Camargue, which reminded him of Holland, to the seaside resort of Les Saintes-Maries-de-la-Mer on the Mediterranean. The village was famous for its fortified cathedral, built like a ship, the curious design of the thatched roofs of its cottages, and its fishing fleet. [PAINTER] recorded all of these. But the novel opportunities of the place were the sea and the colourful boats. In the years 1881-83 [PAINTER] had often visite","GOGH, Vincent van",1345
35495-27mythol.jpg,"In Greek mythology Silenus is a rural god, one of the retinue of Bacchus, a gay, fat old drunkard who was yet wise and had the gift of prophecy.In [PAINTER]' painting he is shown drunkenly tottering, his belly swollen with meat and drink, and supported by a disparate collection of dotards, drunkards, blacks, children and young women. The careless inebriation of this bacchanal is expressed by a thicker touch that conveys the unwieldy weight of the drinkers' gait.The composition was originally conceived with hal","RUBENS, Peter Paul",607
35405-07virgin.jpg,"For all his modernity, Rubens often worked very much like a late-Medieval Northern master, either by employing assistants or by acting in collaboration with independent masters. This cooperation is found in this conventional, if not archaic, Virgin and Child, where flowers, book, still-life, carpet, background, and Mary's dress may well be the work of several studio specialists, each highly skilled in his respective field","RUBENS, Peter Paul",425
35592-10fourme.jpg,"While commercial production continued apace in [PAINTER]' studio, he reserved his strength for the intimate works that lay closest to his heart, and in particular to those that his young wife continuously inspired. Here his painting becomes deeply moving. There are no greater works in his catalogue than the portrait Helene Fourment with her Children, in which she is seen rosy-complexioned beneath a wide-brimmed feather hat that sets off her round cheeks","RUBENS, Peter Paul",454
10078-06altar.jpg,"This altarpiece was produced for the Kassel court, but it cannot be said with certainty whether it was indeed commissioned by Landgrave Wilhelm II of Hesse, an ally of the Emperor Maximilian and for a time one of the most powerful princes of the Holy Roman Empire.On the central panel we see the risen Christ, with the flag of victory on a glass staff in his left hand. His right hand is raised in a gesture of victory. On the side panels are two auxiliary saints, or Holy Helpers: St Barbara, patroness of the d","CRANACH, Lucas the Elder",557
42936-1ceilin.jpg,"The fire in the Doges Palace in 1574 also destroyed the decoration in the Sala del Collegio. Restoration work commenced immediately, and Veronese was commissioned to do the ceiling paintings.The picture shows paintings by Veronese in the gilt wooden ceiling of the Sala del Collegio.The three central panels (Mars and Neptune; Faith and Religion; Venice Ruling with Justice and Peace) are surrounded by eight more canvases of alternating ""T"" and ""L"" shapes containing personifications of the Christian Virtues, i","VERONESE, Paolo",1852
17163-portra15.jpg,"Catalogue numbers: F 665, JH 1879","GOGH, Vincent van",33
39108-11immacu.jpg,"In an awe-inspiring, powerful manifestation, the Virgin Mary hovers in the skies, atop a globe, and in front of a yellow background. Above her the dove appears, symbolizing the Holy Spirit. The palm tree in the foreground is a symbol of Mary's victory and superiority over evil in the world, the snake under her feet stands for original sin. The mirror, on the other hand, illustrates the belief that she is completely without blemish and that she herself is the mirror of all virtues. The crescent moon refers t","TIEPOLO, Giovanni Battista",594
10323-09elect4.jpg,"This small panel is one of the several portraits of John the Steadfast painted by [PAINTER] the Elder and his studio. It was probably the right wing of a diptych, the left wing being a portrait of his brother Frederick the Wise. When the Elector Frederick the Wise died in 1525, Prince John the Steadfast succeeded him as Elector of Saxony and reigned until his death in 1532","CRANACH, Lucas the Elder",379
16127-chris07.jpg,"In spite of the high quality details of this scene, the irrational representation of the water in which Christ stands indicates that [PAINTER] was still influenced by medieval iconographic conventions",GIOTTO di Bondone,197
38968-111carmi.jpg,This is a sketch for the central section of the ceiling that [PAINTER] painted between 1739 and 1749 at the Scuola dei Carmini in Venice,"TIEPOLO, Giovanni Battista",134
16386-chris14.jpg,The picture shows the fresco before the restoration completed in 2002,GIOTTO di Bondone,69
35597-01landsc.jpg,The emphatic structure of the Roman ruins in this painting is completely in line with the classicism of the later Paul Bril and of Annibale Carracci,"RUBENS, Peter Paul",148
39078-01planet.jpg,"Giovanni Battista [PAINTER] was the most famous Italian painter of the 18th century. His greatest achievement was the decoration of two rooms in the palace, or Residenz, of Carl Philipp von Greiffenklau, prince-bishop of Würzburg, carried out between 1751 and 1753. This painting is the oil sketch presented by [PAINTER] on April 20, 1752, for the vast fresco over the staircase of the palace. It shows Apollo about to embark on his daily course across the sky; the deities around him symbolize the planets, and the ","TIEPOLO, Giovanni Battista",818
41535-cato.jpg,"The picture shows the Roman senator Cato, who, after Caesar's siege of Carthage, committed suicide by thrusting a dagger into his chest and ripping open the wound with his own hands. The painting is a work of an unknown follower of Caravaggio, whose style dominated the arts in the first quarter of the seventeenth century in Naples","UNKNOWN MASTER, Italian",332
10074-02altar.jpg,"Between 1501 and 1505 Lucas Cranach the Elder pioneered the style that is termed ""Danube School."" The style was later fully established by Albrecht Altdorfer and Wolf Huber. This panel, together with another depicting St Valentine with a Donor, belonged to an altar whose central image and possibly other wings have been lost","CRANACH, Lucas the Elder",325
10123-14jerome.jpg,This painting was produced in the [PAINTER] workshop,"CRANACH, Lucas the Elder",50
42838-07cruci1.jpg,"It is debatable whether this picture (which once belonged to the Cologne-born Paris banker Everard Jabach (1610-1695) but by 1683 at the latest was in the possession of the French king Louis XIV) is identical with a picture on the same subject described by Marco Boschini in the Casa Garzoni in Venice in 1660.The arrangement of the crosses links the picture with an incomparably more dramatic Crucifixion painted for the Venetian church of San Nicolo della Lattuga (Gallerie dell' Accademia, Venice). Both works","VERONESE, Paolo",763
16490-61crucif.jpg,"The attribution to [PAINTER] is debated. The panel is generally attributed to a follower of [PAINTER], perhaps to the same artist who executed the Crucifixion in Strasbourg",GIOTTO di Bondone,166
18265-0804grec.jpg,This painting is one of the several replicas existing of this representation.,"GRECO, El",77
42835-05helen.jpg,"The subject of the painting is the story of the vision, or more correctly the dream, which, according to legend, brought St Helena, the mother of Emperor Constantine, to discover the True Cross in Jerusalem. The cross, which appears before her supported by a winged putto presenting his back to the audience, could be said to be the materialization of her dream. St Helena is seated in an attitude of repose, her head resting on her left hand, and her eyes closed. She wears a sumptuous gown, in sixteenth-centur","VERONESE, Paolo",1438
33649-08landsc.jpg,"Catalogue number: Bredius 452.This small painting is [PAINTER]'s only known winter landscape. His precise depiction of an everyday country scene gives the impression that [PAINTER] painted the work on the spot, out of doors. In reality, though, the artist produced his landscape paintings in the studio, working from sketches.For the most part, [PAINTER] reserved his direct responses to the flat, open countryside of his native land for his drawings and etchings. Very few of his painted landscapes show the sam",REMBRANDT Harmenszoon van Rijn,920
43001-4finding.jpg,"This small painting, which probably came from the collection of Charles I of England, is one of the earliest and best versions of an Old Testament subject inspired by the works of the painter Bonifazio de'Pitati. Several replicas in Veronese's own hand are known, together with a number of variants and sundry derivations carried out with the help of the workshop.The scene is a river bank in a highly atmospheric landscape. The story tells of an infant boy left out in a basket on the Nile, who is found by Phar","VERONESE, Paolo",756
16981-2hague04.jpg,"Catalogue numbers: F 186, JH 361","GOGH, Vincent van",32
16351-02scenes.jpg,"The medallion on this decorative framing band, located at the left side of the Resurrection, shows The Lion Recalls the Cubs to Life",GIOTTO di Bondone,132
39059-4virgil3.jpg,"Queen Dido of Carthage has welcomed Aeneas. By way of thanks, the latter has his son Ascanius brought from the ship with gifts for the hostess. Venus swaps him for Amor underway, which leads to Aeneas and Dido falling in love. The subject matter of the fresco is the presentation of Aeneas' son, but the wings and the quiver of arrows point to the true identity of the god of Love. On the left, Dido, in splendid robes, sits enthroned underneath a kind of baldachin. The scene is furnished with an architectural ","TIEPOLO, Giovanni Battista",540
10146-41religi.jpg,"The essential features of this composition, particularly the structure of the setting in the extreme foreground, were borrowed from an engraving by Martin Schongauer, perhaps the most quoted of all representations of the Nativity","CRANACH, Lucas the Elder",229
10220-3apollo4.jpg,"This panel is a variant of an earlier painting now in the Royal Collection, London. It treats the same subject with some compositional differences in smaller format. The pose of Diana appears to refer to the ancient motif of the Spinario or thorn-puller which was well-known through the Middle Ages and is to be found in many different places","CRANACH, Lucas the Elder",342
41358-04sancta.jpg,"Christ is seated frontally on a marble throne surrounded by hovering angels, holding a processional cross in his left hand while extending his right hand toward the donor in invitation","UNKNOWN MASTER, Italian",184
16044-franc18.jpg,"This is the eighteenth of the twenty-eight scenes (twenty-five of which were painted by [PAINTER]) of the Legend of Saint Francis.During a meeting of the order, St. Anthony of Padua was preaching in the cloister at Aries - [PAINTER] shows a generously proportioned Gothic room. Suddenly, Francis appeared. [PAINTER] depicts the saint with outspread arms - the resulting shape of the cross alludes to his Christ-like life. Only St. Anthony, who had just been speaking about Christ, and one other member of the Order notice",GIOTTO di Bondone,716
17011-nuenen31.jpg,"Catalogue numbers: F 74, JH 648.Van Gogh lived in Nuenen between December 1883 and November 1885. From here he made long excursions to the countryside, depicted the local peasants in a portrait series in order to execute The Potato Eaters, the main piece of the period","GOGH, Vincent van",268
18267-0806grec.jpg,The patron saint was identified as St Louis of France. The collaboration of the workshop is assumed,"GRECO, El",99
18345-1410grec.jpg,"The sitter is usually identified as Cardinal Don Fernando Ni&#241;o de Guevera (1541-1609), Grand Inquisitor and, from 1601, Archbishop of Seville. The painting was executed c. 1600, when Inquisitor-General, and certainly before he became Archbishop of Seville. He is one of a number of eminent ecclesiastics of Toledo portrayed by [PAINTER], and it is one of his finest portraits. The splendour and richness of colour is appropriate to the character and rank of the sitter. The frontal turn of the pose concentra","GRECO, El",960
42922-5allego2.jpg,This scene is on the side of the entablature in the Stanze del Cane,"VERONESE, Paolo",67
41444-11galati.jpg,"This is one of the scenes of the Apocalypse cycle in the first bay of the nave in the church of Santa Caterina, Urbino","UNKNOWN MASTER, Italian",118
39624-3entombm.jpg,"In this painting [PAINTER] skillfully uses the direction of the light to support the dynamics of movement that permeate the entire painting. The greatest contrast of light and shade is present on the body of Christ. The observer's eyes are first drawn to his winding sheet and legs, before moving to his upper body, which is lying in darkness. The shadow in this area treats the subject of Christ's death and entombment in an unusual way, using purely formal means of expression",TIZIANO Vecellio,475
33465-00mythol.jpg,Catalogue number: Bredius 466,REMBRANDT Harmenszoon van Rijn,29
17200-olive02.jpg,"Catalogue numbers: F 585, JH 1758.The series of olive groves harks back to Arles. At that time van Gogh painted fruit trees in blossom, using nicely nuanced lighting and subtle colour combinations to approximate a Japanese ideal. The principle of light emanating from within survived into the fifteen Saint-Rémy paintings of olive trees. But now it had become of secondary importance. This painting, for instance, is altogether lacking in optimism, and there are no blossoms on these trees. There is a quality of","GOGH, Vincent van",567
18250-0611grec.jpg,"A priest and a nobleman, probably the patrons who commissioned the painting, are shown praying before Christ on the cross. (It is assumed by some scholars that they are the brothers Diego and Antonio Covarrubias.) [PAINTER] has included realistic details such as the drops of blood trickling from Christ's forehead, hands and feet, while leaving his torso and legs unstained. Light and shadow model Christ's musculature, the elongation of his contorted body enhancing a sense of his suffering. Above his head a sh","GRECO, El",931
35461-01mytho.jpg,"The great popularity of Michelangelo's Leda and the Swan remmained undiminished in the Broque period. Among the evidence of this are the copies by in Cambridge and Dresden. Rubens was a great admirer of Michelangelo's monumental, powerfully expressive figural compositions. During his stay in Italy he made copies of Michelangelo's frescoes, sculptures as well as some of his drawings","RUBENS, Peter Paul",384
16098-mary06.jpg,"Mary walks in front of her companions and is led to the house of her parents, where she is received by musicians. This group alone lends a cheery air to the sombre procession. The bay window of the house, from which a palm leaf juts out as an allusion to the imminent birth of the Lord, appears again in the representation of the Annunciation. In this way [PAINTER] incorporates the Bridal Procession of the Virgin into the sequence of the narrative.The fresco was damaged by the humidity",GIOTTO di Bondone,485
39609-35jerome.jpg,"At the sides of the altar in the sacristy of the Santa Maria della Salute, there are eight tondi by Tiziano, painted originally for the monastery of Santo Spirito. They portray the Four Evangelists: St Matthew, St Mark, St Luke and St John, as well as the Doctors of the Church: St Jerome, St Augustine, St Ambrose, and St Gregory the Great.Titian worked on an oak base with dense brush strokes",TIZIANO Vecellio,394
10115-20virgin.jpg,[PAINTER]'s painting is placed on the Baroque high altar in the Innsbruck Cathedral. The photo shows the weekday view of the altar,"CRANACH, Lucas the Elder",128
41438-05galati.jpg,"This is one of the scenes of the Apocalypse cycle in the first bay of the nave in the church of Santa Caterina, Urbino","UNKNOWN MASTER, Italian",118
35650-12sketch.jpg,"This sketch was made for a cycle of twenty-one large paintings commissioned by Marie de Médicis to illustrate the life of her dead husband, Henri IV of France. The cycle was never completed","RUBENS, Peter Paul",189
39711-1ferra2.jpg,"In 1516 [PAINTER] made contact with Alfonso I d'Este, Duke of Ferrara for whom he was to work for a decade on pictures destined for the Alabaster Chamber. In this period he painted a series of magnificent paintings of Dionysian themes: the Worship of Venus in the Prado, The Andrians (Bacchanalia), also in the Prado, and Bacchus and Ariadne, in the National Gallery, London. In these paintings [PAINTER] combines a richness of colouristic expression with a great formal elegance. These are the elements which characte",TIZIANO Vecellio,1559
33504-09portra.jpg,Catalogue number: Bredius 85,REMBRANDT Harmenszoon van Rijn,28
42972-1maggior5.jpg,"On the ceiling decoration of the Sala del Maggior Consiglio great importance was given to the victories of the Venetian army in conquering the mainland; along the wall to the dispute between Alexander III and Frederick Barbarossa, who reached an agreement in Venice with the political mediation of Doge Sebastiano Ziani; and to the events of the Fourth Crusade, led by Doge Enrico Dandolo in the early years of the 13th century.Veronese's Conquest of Smyrna is one of the thirty five panels on the ceiling of the","VERONESE, Paolo",596
10157-50religi.jpg,"Based on a barely visible detail in the background it is assumed that this painting is related to the legend concerning St John Chrysostom (c. 350-407), one of the four Church Fathers of the Eastern Church. [PAINTER] depicts in the background a curious legendary scene. John was supposed to have had a child by a certain princess. In punishment he was forced to walk about on all fours like an animal. This scene was also  engraved by Dürer","CRANACH, Lucas the Elder",438
42921-5allego1.jpg,"Immediately under the ceiling painting in the Stanza del Cane there are two allegorical pairs of figures, on one side the personification of Chance (another form of Fortune) crowning a sleeping man, on the other side Saturn (who was also understood as the personification of time) and Historia","VERONESE, Paolo",293
17031-flower04.jpg,"Catalogue numbers: F 251, JH 1142","GOGH, Vincent van",33
18367-1602grec.jpg,"On 18 June 1603 [PAINTER] signed a contract to make and decorate an altarpiece for a miraculous image of the Virgin of Charity belonging to the Hospital de la Caridad in the small town of Illescas halfway between Toledo and Madrid. According to the contract the main altarpiece and the decoration of the vault were to contain four canvases: The Madonna of Charity, The Coronation of the Virgin, The Annunciation and The Nativity. This project was executed in collaboration with the artist's son, Jorge Manual Theo","GRECO, El",913
10317-07portr.jpg,"The probable identification of the sitter is based on the coat of arms on the verso of the panel. He is Lukas Spielhausen. Born c. 1493 in Leipzig, he was a state lawyer in the state judicial curia under Johann the Constant, Elector of Saxony (r. 1523-32). He could have encountered [PAINTER], court painter to the Saxon electors, through his official duties in Torgau","CRANACH, Lucas the Elder",366
41437-04galati.jpg,"Looking up on entering the church, the viewer is confronted with the figure of the Son of Man directly above him. This figure is not included in the narrative sequence of the registers but rather deployed for its ornamental value","UNKNOWN MASTER, Italian",229
41475-portrait.jpg,"Each panel bears the coat of arms of the Gozzadini family. Members of this family, whose palace was on the Strada Santo Stefano in Bologna, were important patrons of the visual arts by the late fifteenth century and then increasingly so during the sixteenth century. Based on archival information, a possible identification of the sitters could be Matteo di Sebastiano di Bernardino Gozzadini (b. 1473), and his wife Ginevra d'Antonio Lupari (d. 1557).Formerly the portraits were attributed to Francesco del Coss","UNKNOWN MASTER, Italian",783
39608-34john.jpg,"At the sides of the altar in the sacristy of the Santa Maria della Salute, there are eight tondi by Tiziano, painted originally for the monastery of Santo Spirito. They portray the Four Evangelists: St Matthew, St Mark, St Luke and St John, as well as the Doctors of the Church: St Jerome, St Augustine, St Ambrose, and St Gregory the Great.Titian worked on an oak base with dense brush strokes to create, in the case of St John, a penetrating shadow in the face",TIZIANO Vecellio,462
17015-nuenen35.jpg,"Catalogue numbers: F 163, JH 687.In December 1884 [PAINTER] set himself the task of painting and drawing a large series of portraits of the peasants in Brabant. In this group of works he did not want to portray individuals but sought to characterize a type: the peasant. Rather than seeking beauty, he was looking for models that had rough, flat faces with low foreheads and thick lips. He regarded the series as preparation for multi-figure, large-scale compositions that he planned to paint afterwards.In the pr","GOGH, Vincent van",818
41417-21month1.jpg,"An exceptional secular fresco cycle of the Months (only eleven from the twelve) survived in the Eagle's Tower of the Castello del Buonconsiglio in Trent. The dimension of the room is 6 x 5,8 m. The height of the frescoes is 3 m, the draped fabric painted below replaces the original wainscoting, which was painted with a sequence of niches.During the Gothic period a secular ruler would have preferred to have his residence decorated with tapestries rather than frescoes. While tapestries could provide desirable","UNKNOWN MASTER, Italian",847
10097-26altar.jpg,"This panel, executed by the workshop of [PAINTER], was cut out from an altar wing","CRANACH, Lucas the Elder",79
42956-00view.jpg,The much-feared Consiglio dei Dieci (Council of Ten) was responsible for Venice's security. Its meeting-place is the first of a series of rooms used for the administration of justice. [PAINTER] and Giambattista Zelotti made their Venetian debut here as the assistants of the painter Giovan Battista Ponchino,"VERONESE, Paolo",312
18344-1409gred.jpg,"The central figure is closely based on [PAINTER] earlier painting of a Boy Blowing on an Ember in Naples but the scene has been enlarged to include another male figure, wearing a yellow jacket and red cap, and a chained monkey, who emerges from the darkness on the left to look over the boy's shoulder. The composition, known in two other autograph versions (one in Edinburgh from around 1590, and another in private collection from around 1578), has usually been interpreted as an allegory with some sort of mo","GRECO, El",654
18381-1708grec.jpg,The comparison with the autograph painting of the same subject in the Museo de Santa Cruz shows that this version is probably a product of the workshop,"GRECO, El",151
18413-2001grec.jpg,"The great masterpiece of the late manner of the artist, painted for the High Altar of the Chapel of Oballe, San Vicente, Toledo, begun 1607, finished 1613. The painting certainly represents the Immaculate Conception, although it has often been referred to as an Assumption. The various attributes of the Virgin (roses, lilies, mirror, fountain of clear water) proper to the representation of the Mystery, appear at the foot of the painting on the right. A view of Toledo appears on the left. The spiritual excite","GRECO, El",2329
18328-1302grec.jpg,"The paintings for the high altar and side altars of the Chapel of San José, Toledo, were begun end 1597; completed end 1599. The Chapel was dedicated to Saint Joseph, Saint Teresa's favourite Saint - 'the Father of my Soul' - for it was the original intention of the founder, Martín Ramírez (d. 1595) to build a chapel for her (d. 1582). The paintings for the high altar (still in place) were the Saint Joseph and the Christ Child, and above, the Coronation of the Virgin; and, for the side chapels, the Saint Ma","GRECO, El",1480
18419-2007grec.jpg,"The Visitation was made for the Oballe Chapel in the Church of San Vicente in Toledo. It was intended to be framed and attached to the ceiling above The Virgin of the Immaculate Conception of the high altar. The intended location explains the dramatic sotto-in-su perspective of the scene, the curved rendering of the floor, and the absence of a horizon line. It does seem that the painting was originally within a circle, and that the canvas has been cut at the left and right.The scene shows the meeting of Mar","GRECO, El",1303
10321-09elect2.jpg,"The posthumous portrait of Elector Friedrich III the Wise of Saxony (1463-1525) is the companion-piece to the portrait of Friedrich's brother, the Elector Johann (b. 1468). It was one of the side panels of a triptych","CRANACH, Lucas the Elder",216
39069-5tasso5.jpg,"This scene is on the wall of the room of Tasso.During the crusades, Rinaldo, who had allowed himself to be carried off to an island by the sorceress Armida, stayed away from the fighting. Two warriors were sent to bring him back. They discover him in Armida's enchanted garden and hold up to him a shield, as a mirror in which he recognizes that he has neglected his duties. He abandons the sorceress and returns to the battle. The scene is divided down the middle by a tree. Armida sits to its right and attempt","TIEPOLO, Giovanni Battista",631
16356-08scenes.jpg,The medallion showing Elijah on the fire-cart is at the left side of the Ascension,GIOTTO di Bondone,82
42813-1resurre.jpg,"The subject of this painting, in a relatively small format, is the resurrection of Christ, which occurred in a miraculous manner, despite the sealed tomb and the presence of guards watching over it, on the third day after his crucifixion. The Saviour, who bears the stigmata of the Passion, floats upwards from the tomb with outstretched arms and his gaze directed heavenwards. Veronese visualises the miracle by means of the fiercely gesticulating soldiers, who respond with signs of fear and horror. In the bac","VERONESE, Paolo",1096
18349-1414grec.jpg,"Diego de Covarrubias y Leiva (1512-1577) was the elder brother of Antonio de Covarrubias, a close friend of [PAINTER] and reputedly one of the most learned men of his time. Diego was a distinguished churchman, canon lawyer and administrator. [PAINTER] never met him, and despite its lively character the painting was based on a portrait by Alonso Sánchez Coello showing Covarrubias when sixty-two years old.The painting has a pendant, also in the Museo de [PAINTER], showing Diego's younger brother Antonio - an aut","GRECO, El",560
35587-05fourme.jpg,"Already lionized throughout Europe as a painter, [PAINTER] married for the second time on 6 December 1630. His bride, Helene Fourment, was just 16, a circumstance that led to much imaginative  speculation that [PAINTER] had succumbed to a fit of infatuation. But there would seem to have been quite sober preparations for the marriage, in keeping with the custom of the time. That love played a role, though, is suggested by the numerous portraits of the young lady, and the other paintings in which she sat as model. ","RUBENS, Peter Paul",685
10111-16virgin.jpg,"Portrayals of the Virgin and Child were among the favourite themes of [PAINTER], the Wittenberg court painter. Although the number of surviving pictures shows that this was an extremely successful product, [PAINTER] carried out the many versions with great care. The version in Munich is of such high quality that it may have been painted largely by [PAINTER] himself.The bunch of grapes has numerous symbolic meanings, relating both to the Virgin and to Jesus. To interpreters of the Scriptures the Virgin is seen as ","CRANACH, Lucas the Elder",803
39722-3dian_a.jpg,"In his later career [PAINTER], like Veronese, developed a greater seriousness and expressive intensity, not only in his religious works, but also in his pagan mythologies. The painting Diana and Actaeon was painted as part of a series of six large mythological canvases {or poesie as [PAINTER] called them) for the principal patron of his final years, King Philip II of Spain. A very general theme underlying the series is that of the loves of the Olympian gods, and of the usually tragic circumstances for any mortals",TIZIANO Vecellio,1835
16511-0baronce.jpg,"The original frame of this five-part altarpiece no longer survives. Beneath the central panel the altar is described as OPUS MAGISTRI JOCTI (Work of the Master Giotto). Many angels and saints have come together in a radiant assembly. They all want to be part of the coronation of the Mother of God by her son. In the rows at the front kneeling angels make music, in those at the back the looks and gestures of those present are oriented towards the central event.Both the highly packed hosts of angels praising t",GIOTTO di Bondone,809
10287-03young1.jpg,"The painting has a companion piece depicting the Portrait of a Young Woman. Both half-length figures are placed close to the picture surface against a bright green background. The close attachment of the two people is suggested in their dress: they wear similar caps, his adorned with stitching, hers with a round agrafe. The freshness  of the observation and the finesse of its realisation recall Netherlandish portraits of the period, such as hose of Joos van Cleve and Quentin Massys, for example","CRANACH, Lucas the Elder",499
39694-03orpheu.jpg,"The paintings dating from the very earliest years of [PAINTER]'s career, such as the Orpheus and Eurydice, reflect his deep interest in the realistic depiction of the natural world.",TIZIANO Vecellio,178
17258-auvers18.jpg,"Catalogue numbers: F 789, JH 2006.In this painting the church in Auvers has been transformed by the artist into a vision using form and colour. Painted in portrait format, the church towers up before the onlooker like a fortification. The path leading to it forks in the foreground into two narrow paths passing the church on either side. On the path to the left, her back turned toward us, a peasant woman is walking into the distance. The path is bathed in light, while the church is viewed against the backdro","GOGH, Vincent van",728
10153-48religi.jpg,"The influence of Albrecht Dürer appears strongly in the smooth, regular features of both heads and in the simplicity and concentration of the composition","CRANACH, Lucas the Elder",153
18217-0310grec.jpg,"This painting is a version of the Piet&#224; in Philadelphia, varying the scale, colours and landscape. These Piet&#224;s represent an important step towards [PAINTER] mature style, in which he was enabled by his experience of Venetian and Roman renaissance art to leave behind forever the artistic values of his provincial post-Byzantine heritage","GRECO, El",348
42904-2lunett1.jpg,"In the northern lunette of the Sala dell'Olimpo Bacchus and Ceres personify summer and autumn. Ceres, the goddess who taught the human race agriculture, is easy to recognize by the shafts of wheat in her hand and in her hair. The juice that Bacchus squeezes from a bunch of grapes is caught in a bowl by Ceres. The pair is surrounded by four additional figures, perhaps the Hours","VERONESE, Paolo",379
17193-cypres04.jpg,"Catalogue numbers: F 620, JH 1748","GOGH, Vincent van",33
33580-121portr.jpg,"Catalogue number: Bredius 306.Although Titus was trained as an artist, presumably by [PAINTER], this is not the way his father depicted him. Rather, he shows him engaged in writing, reading and speaking. In the present painting [PAINTER] painted him as a Franciscan friar, which cannot have face-value biographical significance. [PAINTER] was surrounded by Catholics, and by painting his son in the guise of a monk, he demonstrated personal sympathy for them",REMBRANDT Harmenszoon van Rijn,458
42971-1maggior4.jpg,"On the ceiling decoration of the Sala del Maggior Consiglio great importance was given to the victories of the Venetian army in conquering the mainland; along the wall to the dispute between Alexander III and Frederick Barbarossa, who reached an agreement in Venice with the political mediation of Doge Sebastiano Ziani; and to the events of the Fourth Crusade, led by Doge Enrico Dandolo in the early years of the 13th century.Veronese's Siege of Scutari is one of the thirty five panels on the ceiling of the S","VERONESE, Paolo",537
39727-4dian_v.jpg,"[PAINTER] used his assistants not just to help him meet his burdensome official obligations, but even more importantly to produce replicas and variants of his most popular compositions. [PAINTER] in his later career regularly made - or had made by his shop - replicas or variants of his works as a matter of course, and only later sought to identify a suitable buyer for them. The Diana and Callisto, now in Vienna, belonged to a series of workshop variants of the mythologies earlier painted for King Philip II of Spa",TIZIANO Vecellio,514
38912-02rapeeu.jpg,"Giambattista Tiepolo very early withdrew from the lessons he was receiving from Gregorio Lazzarini, an academic of mediocre talents, and developed rather towards the vigorous chiaroscuro of Federico Bencovich and Piazzetta, renderíng their solutions still more refined and precious by using colours which have an absolutely unmistakable, densely fused luminous vibration to them. At the end of this fundamental experience come the canvas of The Rape of Europa in which the mythological subject is depicted in an ","TIEPOLO, Giovanni Battista",1048
18295-1009grec.jpg,"St Francis of Assisi was the most popular saint in the Counter-Reformation period. Favoured subjects represented in painting were his stigmatisation, his ecstasy and his meditation. [PAINTER] treated all three, and ten different compositions by the artist can be differentiated, some half-length, some full-length, some showing the saint alone, others with a companion.In this painting St Francis meditates not so much on mortality (signified by the skull) as on the sacrifice of Christ. In accordance with devoti","GRECO, El",748
16057-00view.jpg,"The frescoes illustrate the complex decorative program realized in the nave of the Upper Church. At the lower level two scenes from the Legend of St Francis can be seen, while above the Pentecost and Ascension of Christ is represented",GIOTTO di Bondone,234
